product_type1,product_type2,time,price
A,B,2024-01-24 14:00:00,132.61420002559342
A,B,2024-01-24 16:00:00,129.5113256918674
A,B,2024-01-24 18:00:00,123.9056519254363
A,B,2024-01-24 20:00:00,120.59640190162939
A,B,2024-01-24 22:00:00,114.1786444790876
A,B,2024-01-25 00:00:00,127.79277470325623
A,B,2024-01-25 02:00:00,132.95419817229225
A,B,2024-01-25 04:00:00,123.37367886183245
A,B,2024-01-25 06:00:00,130.9831399332031
A,B,2024-01-25 08:00:00,122.0977470509567
A,B,2024-01-25 10:00:00,132.39123463408836
A,B,2024-01-25 12:00:00,121.98028911976897
A,B,2024-01-25 14:00:00,124.3420297603137
A,B,2024-01-25 16:00:00,117.36421177248387
A,B,2024-01-25 18:00:00,137.98666123614123
A,B,2024-01-25 20:00:00,137.03405575158675
A,B,2024-01-25 22:00:00,121.76888973756047
A,B,2024-01-26 00:00:00,114.14604379614569
A,B,2024-01-26 02:00:00,125.03921562166684
A,B,2024-01-26 04:00:00,130.74137350352586
A,B,2024-01-26 06:00:00,125.35046759291724
A,B,2024-01-26 08:00:00,126.13740533401217
A,B,2024-01-26 10:00:00,134.3257213493869
A,B,2024-01-26 12:00:00,116.28645929806953
A,B,2024-01-26 14:00:00,130.1893428228561
A,B,2024-01-26 16:00:00,134.89383087746194
A,B,2024-01-26 18:00:00,131.2002003978439
A,B,2024-01-26 20:00:00,119.18637969375408
A,B,2024-01-26 22:00:00,120.34581148886603
A,B,2024-01-29 00:00:00,135.68806933660758
A,B,2024-01-29 02:00:00,124.64742211958162
A,B,2024-01-29 04:00:00,119.06730577444388
A,B,2024-01-29 06:00:00,126.6748828232774
A,B,2024-01-29 10:00:00,133.18283487120576
A,B,2024-01-29 12:00:00,116.83917458781036
A,B,2024-01-29 14:00:00,118.59684950815544
A,B,2024-01-29 16:00:00,127.27296888864366
A,B,2024-01-29 18:00:00,120.45628818610761
A,B,2024-01-29 20:00:00,125.71321702639507
A,B,2024-01-29 22:00:00,131.06785523073611
A,B,2024-01-30 00:00:00,129.23850232592676
A,B,2024-01-30 02:00:00,136.74542876739426
A,B,2024-01-30 04:00:00,132.37905250119775
A,B,2024-01-30 06:00:00,135.20188846482856
A,B,2024-01-30 08:00:00,136.89208502156038
A,B,2024-01-30 10:00:00,126.17515258531665
A,B,2024-01-30 12:00:00,120.4066127032597
A,B,2024-01-30 14:00:00,133.55946274272264
A,B,2024-01-30 16:00:00,130.03228141213108
A,B,2024-01-30 18:00:00,116.10099675175462
A,B,2024-01-30 20:00:00,121.02739372714666
A,B,2024-01-30 22:00:00,127.83589836998802
A,B,2024-01-31 00:00:00,120.00134817002676
A,B,2024-01-31 02:00:00,132.0530092911867
A,B,2024-01-31 04:00:00,124.4738941531081
A,B,2024-01-31 06:00:00,124.68123732314821
A,B,2024-01-31 08:00:00,124.79205764732944
A,B,2024-01-31 10:00:00,128.950045674296
A,B,2024-01-31 12:00:00,135.86547021682884
A,B,2024-01-31 16:00:00,123.05758196012081
A,B,2024-01-31 18:00:00,135.7821744113933
A,B,2024-01-31 20:00:00,124.76359383682706
A,B,2024-01-31 22:00:00,127.98757430907847
A,B,2024-02-01 00:00:00,119.72938080779677
A,B,2024-02-01 02:00:00,125.1900733048778
A,B,2024-02-01 04:00:00,122.66116925798048
A,B,2024-02-01 06:00:00,124.39063337988722
A,B,2024-02-01 08:00:00,125.99039756065935
A,B,2024-02-01 10:00:00,129.91836186266025
A,B,2024-02-01 12:00:00,124.12948031904686
A,B,2024-02-01 14:00:00,114.82315048360736
A,B,2024-02-01 16:00:00,117.57756162120396
A,B,2024-02-01 18:00:00,115.41114202112577
A,B,2024-02-01 20:00:00,119.50419325736189
A,B,2024-02-01 22:00:00,133.4431970595189
A,B,2024-02-02 00:00:00,133.20934852770105
A,B,2024-02-02 02:00:00,120.53423661477417
A,B,2024-02-02 04:00:00,114.62737573621604
A,B,2024-02-02 06:00:00,139.49690945212916
A,B,2024-02-02 08:00:00,130.6256771281622
A,B,2024-02-02 10:00:00,130.66652661649027
A,B,2024-02-02 12:00:00,138.22122445168355
A,B,2024-02-02 14:00:00,114.65265630392783
A,B,2024-02-02 16:00:00,117.3371533778036
A,B,2024-02-02 18:00:00,128.43998995348716
A,B,2024-02-02 20:00:00,131.87662719250372
A,B,2024-02-02 22:00:00,118.39146759855915
A,B,2024-02-05 00:00:00,133.1057596433839
A,B,2024-02-05 02:00:00,134.91609266888557
A,B,2024-02-05 04:00:00,116.87751032760428
A,B,2024-02-05 06:00:00,122.04807515670528
A,B,2024-02-05 08:00:00,138.43836404648644
A,B,2024-02-05 10:00:00,132.27102285803147
A,B,2024-02-05 12:00:00,131.65214613725354
A,B,2024-02-05 14:00:00,116.72032145444844
A,B,2024-02-05 16:00:00,135.70215988834346
A,B,2024-02-05 18:00:00,117.20612782700539
A,B,2024-02-05 20:00:00,133.98611896004908
A,B,2024-02-05 22:00:00,125.00091326883592
A,B,2024-02-06 00:00:00,126.96868398025063
A,B,2024-02-06 02:00:00,135.6839587344782
A,B,2024-02-06 04:00:00,116.81258283752551
A,B,2024-02-06 06:00:00,130.2564102649192
A,B,2024-02-06 08:00:00,132.0755701750102
A,B,2024-02-06 10:00:00,132.74736457044108
A,B,2024-02-06 12:00:00,120.98598247025774
A,B,2024-02-06 14:00:00,127.7856959878334
A,B,2024-02-06 16:00:00,125.18344117985424
A,B,2024-02-06 18:00:00,120.94319783964279
A,B,2024-02-06 20:00:00,135.20599352615014
A,B,2024-02-06 22:00:00,136.49699983846415
A,B,2024-02-07 00:00:00,125.92238070464063
A,B,2024-02-07 02:00:00,123.74824277016472
A,B,2024-02-07 04:00:00,135.7188895821953
A,B,2024-02-07 06:00:00,119.51584945856749
A,B,2024-02-07 08:00:00,122.76793182287437
A,B,2024-02-07 10:00:00,131.9202214449914
A,B,2024-02-07 12:00:00,114.39321553081516
A,B,2024-02-07 14:00:00,116.30719206255453
A,B,2024-02-07 16:00:00,126.5277917185367
A,B,2024-02-07 18:00:00,131.65201737979186
A,B,2024-02-07 20:00:00,126.5846944311289
A,B,2024-02-07 22:00:00,116.49590635499695
A,B,2024-02-08 00:00:00,131.68189091147954
A,B,2024-02-08 02:00:00,128.88603254196943
A,B,2024-02-08 04:00:00,127.60178587938253
A,B,2024-02-08 06:00:00,133.05528082009903
A,B,2024-02-08 08:00:00,131.96260871873184
A,B,2024-02-08 10:00:00,120.51222476016927
A,B,2024-02-08 12:00:00,119.02035937528143
A,B,2024-02-08 14:00:00,127.72713316230092
A,B,2024-02-08 16:00:00,118.83179568071726
A,B,2024-02-08 18:00:00,126.41671836895168
A,B,2024-02-08 20:00:00,138.90591948030738
A,B,2024-02-08 22:00:00,121.31358521352725
A,B,2024-02-09 00:00:00,119.05924883946841
A,B,2024-02-09 02:00:00,118.68701324817505
A,B,2024-02-09 04:00:00,127.68328281379696
A,B,2024-02-09 06:00:00,138.84727674159595
A,B,2024-02-09 08:00:00,131.8246934404058
A,B,2024-02-09 10:00:00,136.16296288638864
A,B,2024-02-09 12:00:00,136.27097430611113
A,B,2024-02-09 14:00:00,126.04129692234494
A,B,2024-02-09 16:00:00,118.81185560638245
A,B,2024-02-09 18:00:00,138.00441380985325
A,B,2024-02-09 20:00:00,134.987477502388
A,B,2024-02-09 22:00:00,116.01473083298981
A,B,2024-02-20 00:00:00,115.49546147378959
A,B,2024-02-20 02:00:00,128.41132958342575
A,B,2024-02-20 04:00:00,139.3449895520982
A,B,2024-02-20 06:00:00,133.5247086872691
A,B,2024-02-20 08:00:00,134.19170238629286
A,B,2024-02-20 10:00:00,127.3900159777264
A,B,2024-02-20 12:00:00,125.36470170841275
A,B,2024-02-20 14:00:00,139.24640512353508
A,B,2024-02-20 16:00:00,129.88717389162423
A,B,2024-02-20 18:00:00,132.90700247360047
A,B,2024-02-20 20:00:00,119.40597619006026
A,B,2024-02-20 22:00:00,130.8865164715354
A,B,2024-02-21 00:00:00,118.5442675907083
A,B,2024-02-21 02:00:00,114.20361343373433
A,B,2024-02-21 04:00:00,129.19687769466512
A,B,2024-02-21 06:00:00,120.00679510399503
A,B,2024-02-21 08:00:00,131.9659723222466
A,B,2024-02-21 10:00:00,131.5702348205828
A,B,2024-02-21 12:00:00,134.11782350387344
A,B,2024-02-21 14:00:00,130.90566352089826
A,B,2024-02-21 16:00:00,124.91875969856389
A,B,2024-02-21 18:00:00,130.5620307272954
A,B,2024-02-21 20:00:00,135.10200674835724
A,B,2024-02-21 22:00:00,118.34413032608505
A,B,2024-02-22 00:00:00,133.13193655321172
A,B,2024-02-22 02:00:00,121.45592225669576
A,B,2024-02-22 04:00:00,131.60303162981577
A,B,2024-02-22 06:00:00,138.04531610452878
A,B,2024-02-22 08:00:00,126.66012254323185
A,B,2024-02-22 10:00:00,115.14675672450193
A,B,2024-02-22 12:00:00,122.31095106281461
A,B,2024-02-22 14:00:00,116.45211718813374
A,B,2024-02-22 16:00:00,135.33858362970795
A,B,2024-02-22 18:00:00,138.25101502549438
A,B,2024-02-22 20:00:00,131.18716137140004
A,B,2024-02-22 22:00:00,115.15616376647846
A,B,2024-02-26 00:00:00,126.06929513958954
A,B,2024-02-26 02:00:00,137.37055944233012
A,B,2024-02-26 04:00:00,128.98175540223545
A,B,2024-02-26 06:00:00,126.60763488228166
A,B,2024-02-26 08:00:00,122.96125782178659
A,B,2024-02-26 10:00:00,131.13267867774195
A,B,2024-02-26 12:00:00,122.50072280074184
A,B,2024-02-26 14:00:00,121.44595965304768
A,B,2024-02-26 16:00:00,134.7706294591971
A,B,2024-02-26 18:00:00,125.67172444972215
A,B,2024-02-26 20:00:00,122.33510226104036
A,B,2024-02-26 22:00:00,124.38704160052414
A,B,2024-02-27 00:00:00,139.19790895376067
A,B,2024-02-27 02:00:00,127.89782010339637
A,B,2024-02-27 04:00:00,118.89349743949057
A,B,2024-02-27 06:00:00,133.32179330363604
A,B,2024-02-27 08:00:00,133.41176732535334
A,B,2024-02-27 10:00:00,128.06587978553782
A,B,2024-02-27 12:00:00,125.24790510264454
A,B,2024-02-27 14:00:00,117.21553814935243
A,B,2024-02-27 16:00:00,129.57886396773597
A,B,2024-02-27 18:00:00,118.15277222314019
A,B,2024-02-27 20:00:00,128.142776081612
A,B,2024-02-27 22:00:00,139.30286120262062
A,B,2024-02-28 00:00:00,125.83968117758715
A,B,2024-02-28 02:00:00,135.2418107156982
A,B,2024-02-28 04:00:00,132.3113158445059
A,B,2024-02-28 06:00:00,121.07075997559795
A,B,2024-02-28 08:00:00,138.9981819926257
A,B,2024-02-28 10:00:00,128.11775924602975
A,B,2024-02-28 12:00:00,137.51755010363436
A,B,2024-02-28 14:00:00,136.4385387765726
A,B,2024-02-28 16:00:00,121.14234860787316
A,B,2024-02-28 18:00:00,124.66013969663422
A,B,2024-02-28 20:00:00,127.01375203078379
A,B,2024-02-28 22:00:00,121.30953415558695
A,B,2024-02-29 00:00:00,129.02254237314628
A,B,2024-02-29 02:00:00,126.55474043185689
A,B,2024-02-29 04:00:00,127.79603595752096
A,B,2024-02-29 06:00:00,128.13430487612055
A,B,2024-02-29 08:00:00,125.68488070653574
A,B,2024-02-29 10:00:00,118.92063213081451
A,B,2024-02-29 12:00:00,128.63853695076614
A,B,2024-02-29 14:00:00,133.80626965035498
A,B,2024-02-29 16:00:00,133.0240764833538
A,B,2024-02-29 18:00:00,134.71591703840582
A,B,2024-02-29 20:00:00,130.9692190388621
A,B,2024-02-29 22:00:00,139.01272811320004
A,B,2024-03-01 00:00:00,115.07469463864823
A,B,2024-03-01 02:00:00,129.10478876786286
A,B,2024-03-01 04:00:00,136.30827485906525
A,B,2024-03-01 06:00:00,127.47570787150158
A,B,2024-03-01 08:00:00,132.45945140337417
A,B,2024-03-01 10:00:00,130.7432935895449
A,B,2024-03-01 12:00:00,126.04367236762926
A,B,2024-03-01 14:00:00,122.7228454350314
A,B,2024-03-01 16:00:00,130.61787935686746
A,B,2024-03-01 18:00:00,135.75410680767743
A,B,2024-03-01 20:00:00,123.77411590846214
A,B,2024-03-01 22:00:00,132.36493679929677
A,B,2024-03-04 00:00:00,136.26243396943232
A,B,2024-03-04 02:00:00,115.87113733168738
A,B,2024-03-04 04:00:00,137.49373248022988
A,B,2024-03-04 06:00:00,133.07635611335442
A,B,2024-03-04 08:00:00,116.63260993152271
A,B,2024-03-04 10:00:00,136.26741067377617
A,B,2024-03-04 12:00:00,131.73804588954636
A,B,2024-03-04 14:00:00,115.3022396558332
A,B,2024-03-04 16:00:00,121.57658118351007
A,B,2024-03-04 18:00:00,117.82790718510675
A,B,2024-03-04 20:00:00,128.48966385962848
A,B,2024-03-04 22:00:00,118.44712794278881
A,B,2024-03-05 00:00:00,136.2232874686468
A,B,2024-03-05 02:00:00,120.24403404989336
A,B,2024-03-05 04:00:00,117.76571396759337
A,B,2024-03-05 06:00:00,120.57750186577228
A,B,2024-03-05 08:00:00,114.37409949283311
A,B,2024-03-05 10:00:00,136.99357250864853
A,B,2024-03-05 12:00:00,118.14256235608569
A,B,2024-03-05 14:00:00,122.90050128721978
A,B,2024-03-05 16:00:00,130.34146920194272
A,B,2024-03-05 18:00:00,120.47911393426564
A,B,2024-03-05 20:00:00,119.1885880018983
A,B,2024-03-05 22:00:00,126.39159515935397
A,B,2024-03-06 00:00:00,128.6417086656574
A,B,2024-03-06 02:00:00,139.31389189588282
A,B,2024-03-06 04:00:00,138.93984218930794
A,B,2024-03-06 06:00:00,121.09753072993234
A,B,2024-03-06 08:00:00,131.53002283510952
A,B,2024-03-06 10:00:00,115.37968157481565
A,B,2024-03-06 12:00:00,126.7344900276516
A,B,2024-03-06 14:00:00,121.39463296194681
A,B,2024-03-06 16:00:00,129.53304052154732
A,B,2024-03-06 18:00:00,130.28260497460005
A,B,2024-03-06 20:00:00,131.3262262514707
A,B,2024-03-06 22:00:00,130.8548984123139
A,B,2024-03-07 00:00:00,130.07031820785477
A,B,2024-03-07 02:00:00,130.52920745451988
A,B,2024-03-07 04:00:00,125.31656650761407
A,B,2024-03-07 06:00:00,132.7109543519437
A,B,2024-03-07 08:00:00,121.62078153683925
A,B,2024-03-07 10:00:00,118.5905945835296
A,B,2024-03-07 12:00:00,127.81701616951558
A,B,2024-03-07 14:00:00,127.60002165921232
A,B,2024-03-07 16:00:00,135.1994396150455
A,B,2024-03-07 18:00:00,135.0527673919652
A,B,2024-03-07 20:00:00,134.5911182530056
A,B,2024-03-07 22:00:00,122.72675191489488
A,B,2024-03-08 00:00:00,138.55809129596534
A,B,2024-03-08 02:00:00,138.6495753231865
A,B,2024-03-08 04:00:00,132.50441795862508
A,B,2024-03-08 06:00:00,138.6690934957367
A,B,2024-03-08 08:00:00,123.41308302712787
A,B,2024-03-08 10:00:00,114.48877354651339
A,B,2024-03-08 12:00:00,125.6707129313503
A,B,2024-03-08 14:00:00,131.1886632215076
A,B,2024-03-08 16:00:00,134.99512855235002
A,B,2024-03-08 18:00:00,116.8837840536698
A,B,2024-03-08 20:00:00,114.7704604336045
A,B,2024-03-08 22:00:00,128.37500360318396
A,B,2024-03-11 00:00:00,119.75039461297604
A,B,2024-03-11 02:00:00,135.03160253695566
A,B,2024-03-11 04:00:00,121.80034808506781
A,B,2024-03-11 06:00:00,117.680981931515
A,B,2024-03-11 08:00:00,121.85549872761901
A,B,2024-03-11 10:00:00,116.60087695317402
A,B,2024-03-11 12:00:00,117.57666277621247
A,B,2024-03-11 14:00:00,131.1416246206309
A,B,2024-03-11 16:00:00,138.1289609954312
A,B,2024-03-11 18:00:00,132.96228752885094
A,B,2024-03-11 20:00:00,124.65867124856216
A,B,2024-03-11 22:00:00,126.54730109257889
A,B,2024-03-12 00:00:00,138.269663476987
A,B,2024-03-12 02:00:00,123.53368416750773
A,B,2024-03-12 04:00:00,138.24515331899545
A,B,2024-03-12 06:00:00,116.65572871624325
A,B,2024-03-12 08:00:00,127.94530734968174
A,B,2024-03-12 10:00:00,123.23297153667717
A,B,2024-03-12 12:00:00,118.94995711608746
A,B,2024-03-12 14:00:00,135.64483709544598
A,B,2024-03-12 16:00:00,130.94588230052716
A,B,2024-03-12 18:00:00,129.28145898985284
A,B,2024-03-12 20:00:00,134.09161194553263
A,B,2024-03-12 22:00:00,117.32961814674111
A,B,2024-03-13 00:00:00,115.87594132161374
A,B,2024-03-13 02:00:00,119.38998360380809
A,B,2024-03-13 04:00:00,136.1942672658608
A,B,2024-03-13 06:00:00,117.87823811383541
A,B,2024-03-13 08:00:00,114.20766725337934
A,B,2024-03-13 10:00:00,117.80554126118618
A,B,2024-03-13 12:00:00,120.49321533793606
A,B,2024-03-13 14:00:00,130.90248293156674
A,B,2024-03-13 16:00:00,114.51265764710584
A,B,2024-03-13 18:00:00,120.17052591667364
A,B,2024-03-13 20:00:00,118.55524118687953
A,B,2024-03-13 22:00:00,132.94831331068352
A,B,2024-03-14 00:00:00,133.04842857447358
A,B,2024-03-14 02:00:00,133.86898253158157
A,B,2024-03-14 04:00:00,116.9017390729174
A,B,2024-03-14 06:00:00,138.11479693151674
A,B,2024-03-14 08:00:00,134.0011252648732
A,B,2024-03-14 10:00:00,127.36157536788839
A,B,2024-03-14 12:00:00,138.5868253573334
A,B,2024-03-14 14:00:00,126.28440520440346
A,B,2024-03-14 16:00:00,131.5375812423755
A,B,2024-03-14 18:00:00,137.20894426820695
A,B,2024-03-14 20:00:00,116.18487697815767
A,B,2024-03-14 22:00:00,115.80167903673521
A,B,2024-03-15 00:00:00,130.19278892438106
A,B,2024-03-15 02:00:00,122.38358857348419
A,B,2024-03-15 04:00:00,127.59252582513923
A,B,2024-03-15 06:00:00,129.49148986853484
A,B,2024-03-15 08:00:00,131.93532967543524
A,B,2024-03-15 10:00:00,130.64527224834882
A,B,2024-03-15 12:00:00,132.418770609735
A,B,2024-03-15 14:00:00,125.58876062962685
A,B,2024-03-15 16:00:00,122.73223968930826
A,B,2024-03-15 18:00:00,124.68670103077231
A,B,2024-03-15 20:00:00,124.95997640376514
A,B,2024-03-15 22:00:00,123.62933156516425
A,B,2024-03-18 00:00:00,137.54587823613454
A,B,2024-03-18 02:00:00,135.23239362132867
A,B,2024-03-18 04:00:00,116.58495968182628
A,B,2024-03-18 06:00:00,134.7250576051541
A,B,2024-03-18 08:00:00,129.0105545769943
A,B,2024-03-18 10:00:00,122.4967234292857
A,B,2024-03-18 12:00:00,123.1042324604233
A,B,2024-03-18 14:00:00,133.1655819500874
A,B,2024-03-18 16:00:00,132.4243699088573
A,B,2024-03-18 18:00:00,129.36424879272016
A,B,2024-03-18 20:00:00,128.79378379639573
A,B,2024-03-18 22:00:00,130.79287863655532
A,B,2024-03-19 00:00:00,116.88054462061585
A,B,2024-03-19 02:00:00,123.45838226791716
A,B,2024-03-19 04:00:00,128.69693291698937
A,B,2024-03-19 06:00:00,135.57184025564152
A,B,2024-03-19 08:00:00,134.89391698664429
A,B,2024-03-19 10:00:00,130.43684766454794
A,B,2024-03-19 12:00:00,137.70057669387893
A,B,2024-03-19 14:00:00,120.91915798775256
A,B,2024-03-19 16:00:00,131.95864771825813
A,B,2024-03-19 20:00:00,136.19851006614454
A,B,2024-03-19 22:00:00,124.30104125301669
A,B,2024-03-21 00:00:00,130.19520577051262
